word,pos,level,url,uk_audio,us_audio,definition,origin
commissioner,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/commissioner,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commi/commissioner__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commi/commissioner__us_1.mp3,a member of acommission(= an official group of people who are responsible for controlling something or finding out about something),"late Middle English: from medieval Latincommissionarius, from Latincommissio, fromcommittere‘entrust’ (in medieval Latin ‘put into custody’), fromcom-‘with’ +mittere‘put or send’."
chunk,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/chunk,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/chu/chunk/chunk__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/chu/chunk/chunk__us_1.mp3,"a thick, solid piece that has been cut or broken off something",late 17th cent.: apparently an alteration of the nounchucksenses (1) and (3).
collision,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/collision,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colli/collision__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colli/collision__us_1.mp3,an accident in which two vehicles or people crash into each other,"late Middle English: from late Latincollisio(n-), from Latincollidere‘strike together’, fromcol-‘together’ +laedere‘to strike’."
collection,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/collection,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colle/collection__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colle/collection__us_1.mp3,"a group of objects, often of the same sort, that have been collected","late Middle English: via Old French from Latincollectio(n-), fromcolligere‘gather together’, fromcol-‘together’ +legere‘choose or collect’."
combination,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/combination,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/combi/combination__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/combi/combination__us_1.mp3,two or more things joined or mixed together to form a single unit,"late Middle English: from late Latincombinatio(n-), from the verbcombinare‘join two by two’, fromcom-‘together’ + Latinbini‘two together’."
commit,verb,B1,https://www.oxfordlearnersdictionaries.com/definition/english/commit,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commi/commit__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commi/commit__us_1.mp3,to do something wrong or illegal,"late Middle English: from Latincommittere‘join, entrust’ (in medieval Latin ‘put into custody’), fromcom-‘with’ +mittere‘put or send’."
church,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/church,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/chu/churc/church__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/chu/churc/church__us_1.mp3,"a building where Christians go to attend services, pray, etc.","Old Englishcir(i)ce,cyr(i)ce, related to Dutchkerkand GermanKirche, based on medieval Greekkurikon, from Greekkuriakon (dōma)‘Lord's (house)’, fromkurios‘master or lord’. Compare withkirk."
college,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/college,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colle/college__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colle/college__us_1.mp3,(in the UK) a place where students go to study or to receive training after they have left school,"late Middle English: from Old French, from Latincollegium‘partnership’, fromcollega‘partner in office’, fromcol-‘together with’ +legare‘depute’."
companion,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/companion,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compa/companion__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compa/companion__us_1.mp3,a person or an animal that travels with you or spends a lot of time with you,"Middle English: from Old Frenchcompaignon, literally ‘one who breaks bread with another’, based on Latincom-‘together with’ +panis‘bread’."
click,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/click_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/click/click__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/click/click__us_1.mp3,the act of pressing the button on a computer mouse ortouchpad,late 16th cent. (as a verb): imitative.
coalition,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/coalition,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coali/coalition__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coa/coali/coalition__us_1.mp3,a government formed by two or more political parties working together,"early 17th cent. (in the sense ‘fusion’): from medieval Latincoalitio(n-), from the verbcoalescere‘grow together’, fromco-(fromcum‘with’) +alescere‘grow up’. Usage in politics dates from the late 18th cent."
classic,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/classic_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/class/classic__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/class/classic__us_2.mp3,accepted or deserving to be accepted as one of the best or most important of its kind,"early 17th cent.: from Frenchclassiqueor Latinclassicus‘belonging to a class or division’, later ‘of the highest class’, fromclassis‘a division of the Roman people, a grade, or a class of pupils’."
comedy,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/comedy,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comed/comedy__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comed/comedy__us_1.mp3,"a play, film or TV show that is intended to be funny, usually with a happy ending; plays, films and TV shows of this type","late Middle English (as a genre of drama, also denoting a narrative poem with a happy ending, as in Dante'sDivine Comedy): from Old Frenchcomedie, via Latin from Greekkōmōidia, fromkōmōidos‘comic poet’, fromkōmos‘revel’ +aoidos‘singer’."
comparative,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/comparative_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compa/comparative__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compa/comparative__us_1.mp3,measured or judged by how similar or different it is to something else,"late Middle English (in sense (3)): from Latincomparativus, fromcomparare‘to pair, match’, fromcompar‘like, equal’, fromcom-‘with’ +par‘equal’."
code,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/code_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cod/code_/code__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cod/code_/code__us_1.mp3,"a system of words, letters, numbers or symbols that represent a message or record information secretly or in a shorter form","Middle English: via Old French from Latincodex,codic-literally ‘block of wood’, later denoting a block split into leaves or tablets for writing on, hence a book. The term originally denoted a systematic collection of statutes made by Justinian or another of the later Roman emperors; compare with sense (5) (mid 18th cent.), the earliest modern sense."
comic,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/comic_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comic/comic__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comic/comic__us_1.mp3,humorous and making you laugh,"late 16th cent.: via Latin from Greekkōmikos, fromkōmos‘revel’."
cloud,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/cloud_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/clo/cloud/cloud__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/clo/cloud/cloud__us_1.mp3,"a grey or white mass that floats in the sky, made of very small drops of water",Old Englishclūd‘mass of rock or earth’; probably related toclot. Sense (1) dates from Middle English.
comparison,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/comparison,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compa/comparison__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compa/comparison__us_2.mp3,the process of comparing two or more people or things,"Middle English: from Old Frenchcomparesoun, from Latincomparatio(n-), fromcomparare‘to pair, match’, fromcompar‘like, equal’, fromcom-‘with’ +par‘equal’."
comment,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/comment_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comme/comment__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comme/comment__us_1.mp3,something that you say or write that gives an opinion on or explains somebody/something,"late Middle English (in the sense ‘explanatory piece of writing’): from Latincommentum‘contrivance’ (in late Latin also ‘interpretation’), neuter past participle ofcomminisci‘devise’."
coast,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/coast_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coast/coast__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coa/coast/coast__us_1.mp3,the land next to or near to the sea or ocean,"Middle English (in the sense ‘side of the body’), from Old Frenchcoste(noun),costeier(verb), from Latincosta‘rib, flank, side’. The current noun sense arose from the phrasecoast of the sea‘side of the sea’."
cold,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/cold_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/cold_/cold__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/cold_/cold__us_1.mp3,"a common illness that affects the nose and/or throat, making youcough,sneeze, etc.","Old Englishcald, of Germanic origin; related to Dutchkoudand Germankalt, also to Latingelu‘frost’."
climb,verb,A1,https://www.oxfordlearnersdictionaries.com/definition/english/climb_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/climb/climb__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/climb/climb__us_1.mp3,to go up something towards the top,"Old Englishclimban, of West Germanic origin; related to Dutch and Germanklimmen, also tocleave‘to stick close to something’."
company,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/company,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compa/company__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compa/company__us_2.mp3,a business organization that makes money by producing or selling goods or services,"Middle English (in senses (2) to (6)): from Old Frenchcompainie; related tocompaignon, literally ‘one who breaks bread with another’, based on Latincom-‘together with’ +panis‘bread’."
commercial,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/commercial_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comme/commercial__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comme/commercial__us_2.mp3,"an advertisement on television, on the radio or on a website",N/A
comfort,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/comfort_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comfo/comfort__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comfo/comfort__us_1.mp3,"the state of being physically relaxed and free from pain; the state of having a pleasant life, with everything that you need","Middle English (as a noun, in the senses ‘strengthening, support, consolation’; as a verb, in the senses ‘strengthen, give support, console’): from Old Frenchconfort(noun),conforter(verb), from late Latinconfortare‘strengthen’, fromcom-(expressing intensive force) + Latinfortis‘strong’. The sense ‘something producing physical ease’ arose in the mid 17th cent."
commodity,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/commodity,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commo/commodity__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commo/commodity__us_1.mp3,a product or a raw material that can be bought and sold,"late Middle English: from Old Frenchcommoditeor Latincommoditas, fromcommodus‘convenient’."
community,noun,A2,https://www.oxfordlearnersdictionaries.com/definition/english/community,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commu/community__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commu/community__us_2.mp3,"all the people who live in a particular area, country, etc. when talked about as a group","late Middle English: from Old Frenchcomunete, reinforced by its source, Latincommunitas, fromcommunis‘common’."
communist,adjective,C1,https://www.oxfordlearnersdictionaries.com/definition/english/communist_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commu/communist__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commu/communist__us_1.mp3,connected withcommunism,N/A
combine,verb,B1,https://www.oxfordlearnersdictionaries.com/definition/english/combine_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/combi/combine__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/combi/combine__us_1.mp3,to come together to form a single thing or group; to join two or more things or groups together to form a single one,"verblate Middle English: from Old Frenchcombineror late Latincombinare‘join two by two’, fromcom-‘together’ + Latinbini‘two together’."
compel,verb,C1,https://www.oxfordlearnersdictionaries.com/definition/english/compel,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compe/compel__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compe/compel__us_1.mp3,to force somebody to do something; to make something necessary,"late Middle English: from Latincompellere, fromcom-‘together’ +pellere‘drive’."
commence,verb,C1,https://www.oxfordlearnersdictionaries.com/definition/english/commence,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comme/commence__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comme/commence__us_1.mp3,to begin to happen; to begin something,"Middle English: from Old Frenchcommencier,comencier, based on Latincom-(expressing intensive force) +initiare‘begin’."
compare,verb,A1,https://www.oxfordlearnersdictionaries.com/definition/english/compare_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compa/compare__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compa/compare__us_2.mp3,to examine people or things to see how they are similar and how they are different,"late Middle English: from Old Frenchcomparer, from Latincomparare, fromcompar‘like, equal’, fromcom-‘with’ +par‘equal’."
comparable,adjective,C1,https://www.oxfordlearnersdictionaries.com/definition/english/comparable,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compa/comparable__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compa/comparable__us_1.mp3,similar to somebody/something else and able to be compared,"late Middle English: from Old French, from Latincomparabilis, from the verbcomparare, fromcompar‘like, equal’, fromcom-‘with’ +par‘equal’."
clear,adjective,A2,https://www.oxfordlearnersdictionaries.com/definition/english/clear_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cle/clear/clear__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cle/clear/clear__us_1.mp3,easy to understand and not confusing,"Middle English: from Old Frenchcler, from Latinclarus."
colour,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/colour_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colou/colour__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colou/colour__us_2.mp3,"the appearance that things have that results from the way in which they reflect light. Red, orange and green arecolours.","Middle English: from Old Frenchcolour(noun),colourer(verb), from Latincolor(noun),colorare(verb)."
combat,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/combat_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comba/combat__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comba/combat__us_1.mp3,"fighting or a fight, especially during a time of war","mid 16th cent. (originally denoting a fight between two people or parties): from Frenchcombattre(verb), from late Latincombattere, fromcom-‘together with’ +battere, variant of Latinbatuere‘to fight’."
commentator,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/commentator,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comme/commentator__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comme/commentator__us_1.mp3,"a person who describes an event while it is happening, especially on television or radio","late Middle English: from Latin, fromcommentari, frequentative ofcomminisci‘devise’."
coat,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/coat_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/coa/coat_/coat__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/coa/coat_/coat__us_1.mp3,a piece of outdoor clothing that is worn over other clothes to keep warm or dry.Coatshavesleeves(= parts covering the arms)and may be long or short.,"Middle English: from Old Frenchcote, of unknown ultimate origin."
compile,verb,C1,https://www.oxfordlearnersdictionaries.com/definition/english/compile,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compi/compile__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compi/compile__us_1.mp3,"to produce a book, list, report, etc. by bringing together different items, articles, songs, etc.; to collect information in order to produce a book, list, etc.","Middle English: from Old Frenchcompileror its apparent source, Latincompilare‘plunder or plagiarize’."
complement,verb,C1,https://www.oxfordlearnersdictionaries.com/definition/english/complement_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compl/complement__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compl/complement__us_1.mp3,to add to something in a way that improves it or makes it more attractive,"late Middle English (in the sense ‘completion’): from Latincomplementum, fromcomplere‘fill up’, fromcom-(expressing intensive force) +plere‘fill’. Compare withcompliment."
command,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/command_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comma/command__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comma/command__us_2.mp3,an order given to a person or an animal,"Middle English: from Old Frenchcomander‘to command’, from late Latincommandare, fromcom-(expressing intensive force) +mandare‘commit, command’. Compare withcommend."
come,verb,A1,https://www.oxfordlearnersdictionaries.com/definition/english/come_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/come_/come__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/come_/come__us_1.mp3,to move to or towards a person or place,"Old Englishcuman, of Germanic origin; related to Dutchkomenand Germankommen."
clip,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/clip_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cli/clip_/clip__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cli/clip_/clip__us_1.mp3,a short part of a film that is shown separately,"nounsenses 1 to 2 andnounsense 6 Old Englishclyppan(verb), of West Germanic origin. The noun use dates from the late 15th cent.nounsenses 3 to 5 Middle English: from Old Norseklippa, probably imitative."
compelling,adjective,C1,https://www.oxfordlearnersdictionaries.com/definition/english/compelling,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compe/compelling__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compe/compelling__us_1.mp3,that makes you pay attention to it because it is so interesting and exciting,N/A
commitment,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/commitment,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commi/commitment__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commi/commitment__us_1.mp3,a promise to do something or to behave in a particular way; a promise to support somebody/something; the fact of committing yourself,N/A
complaint,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/complaint,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compl/complaint__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compl/complaint__us_1.mp3,a reason for not being satisfied; a statement that somebody makes saying that they are not satisfied,"late Middle English: from Old Frenchcomplainte, feminine past participle ofcomplaindre‘to lament’, from medieval Latincomplangere‘bewail’, from Latincom-(expressing intensive force) +plangere‘to lament’."
common,adjective,A1,https://www.oxfordlearnersdictionaries.com/definition/english/common_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commo/common__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commo/common__us_2.mp3,happening often; existing in large numbers or in many places,"Middle English: from Old Frenchcomun(adjective), from Latincommunis."
colonial,adjective,C1,https://www.oxfordlearnersdictionaries.com/definition/english/colonial_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colon/colonial__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colon/colonial__us_1.mp3,connected with or belonging to a country that controls another country,N/A
collapse,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/collapse_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colla/collapse__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colla/collapse__us_1.mp3,"a sudden failure of something, such as an institution, a business or a course of action","early 17th cent. (ascollapsed): from medical Latincollapsus, past participle ofcollabi, fromcol-‘together’ +labi‘to slip’."
composition,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/composition,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compo/composition__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compo/composition__us_1.mp3,the different parts that something is made of; the way in which the different parts are organized,"late Middle English: via Old French from Latincompositio(n-), fromcomponere‘put together’."
class,noun,A1,https://www.oxfordlearnersdictionaries.com/definition/english/class_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cla/class/class__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cla/class/class__us_1.mp3,a group of students who are taught together,"mid 16th cent. (in sense (1)): from Latinclassis‘a division of the Roman people, a grade, or a class of pupils’."
commercial,adjective,B1,https://www.oxfordlearnersdictionaries.com/definition/english/commercial_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comme/commercial__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comme/commercial__us_2.mp3,connected with the buying and selling of goods and services,N/A
communication,noun,B1,https://www.oxfordlearnersdictionaries.com/definition/english/communication,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commu/communication__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commu/communication__us_2.mp3,the activity or process of expressing ideas and feelings or of giving people information,"late Middle English: from Old Frenchcomunicacion, from Latincommunicatio(n-), from the verbcommunicare‘to share’, fromcommunis‘common’."
comprehensive,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/comprehensive_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compr/comprehensive__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compr/comprehensive__us_1.mp3,"including all, or almost all, the items, details, facts, information, etc., that may be involved","early 17th cent.: from Frenchcompréhensif,-ive, from late Latincomprehensivus, from the verbcomprehendere‘grasp mentally’."
commonly,adverb,B2,https://www.oxfordlearnersdictionaries.com/definition/english/commonly,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commo/commonly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commo/commonly__us_2.mp3,usually; very often; by most people,N/A
complete,adjective,A1,https://www.oxfordlearnersdictionaries.com/definition/english/complete_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compl/complete__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compl/complete__us_1.mp3,"including all the parts, etc. that are necessary; whole","late Middle English: from Old Frenchcompletor Latincompletus, past participle ofcomplere‘fill up, finish, fulfil’, fromcom-(expressing intensive force) +plere‘fill’."
communicate,verb,A2,https://www.oxfordlearnersdictionaries.com/definition/english/communicate,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/commu/communicate__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/commu/communicate__us_1.mp3,"to share or exchange information, news, ideas, feelings, etc.","early 16th cent.: from Latincommunicat-‘shared’, from the verbcommunicare‘to share’, fromcommunis‘common’."
complication,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/complication,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compl/complication__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compl/complication__us_1.mp3,a thing that makes a situation more complicated or difficult,"late Middle English: from late Latincomplicatio(n-), from Latincomplicare‘fold together’, fromcom-‘together’ +plicare‘to fold’."
component,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/component_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compo/component__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compo/component__us_1.mp3,one of several parts of which something is made,"mid 17th cent.: from Latincomponent-‘putting together’, from the verbcomponere, fromcom-‘together’ +ponere‘put’. Compare withcompound."
coloured,adjective,B1,https://www.oxfordlearnersdictionaries.com/definition/english/coloured_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colou/coloured__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colou/coloured__us_1.mp3,having a particular colour or different colours,N/A
complex,adjective,B1,https://www.oxfordlearnersdictionaries.com/definition/english/complex_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compl/complex__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compl/complex__us_1_rr.mp3,made of many different things or parts that are connected; difficult to understand,"mid 17th cent. (in the sense ‘group of related elements’): from Latincomplexus, past participle (used as a noun) ofcomplectere‘embrace, comprise’, later associated withcomplexus‘plaited’; the adjective is partly via Frenchcomplexe."
cold,adjective,A1,https://www.oxfordlearnersdictionaries.com/definition/english/cold_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/cold_/cold__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/cold_/cold__us_1.mp3,having a lower than usual temperature; having a temperature lower than the human body,"Old Englishcald, of Germanic origin; related to Dutchkoudand Germankalt, also to Latingelu‘frost’."
complexity,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/complexity,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compl/complexity__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compl/complexity__us_1.mp3,the state of being formed of many parts; the state of being difficult to understand,N/A
complicated,adjective,B2,https://www.oxfordlearnersdictionaries.com/definition/english/complicated,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/compl/complicated__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/compl/complicated__us_3.mp3,made of many different things or parts that are connected; difficult to understand,N/A
commentary,noun,C1,https://www.oxfordlearnersdictionaries.com/definition/english/commentary,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/com/comme/commentary__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/com/comme/commentary__us_1.mp3,"a spoken description of an event that is given while it is happening, especially on the radio or television","late Middle English: from Latincommentarius,commentarium(adjective, used as a noun), fromcommentari, frequentative ofcomminisci‘devise’."
collector,noun,B2,https://www.oxfordlearnersdictionaries.com/definition/english/collector,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/col/colle/collector__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/col/colle/collector__us_1.mp3,"a person who collects things, either as a hobby or as a job","late Middle English (denoting a person who collects money): from Anglo-Norman Frenchcollectour, from medieval Latincollector, fromcollect-‘gathered together’, from the verbcolligere, fromcol-‘together’ +legere‘choose or collect’."
